pt_part,pt_um,pt_prod_line,pt_part_type
28-33-0822-80,EA,EVS,HFG
28-33-0822-81,EA,EVS,HFG
28-33-0822-82,EA,EVS,HFG
28-33-0823-01,EA,EVS,HFG
28-33-0823-02,EA,EVS,HFG
28-33-0823-03,EA,EVS,HFG
28-33-0823-04,EA,EVS,HFG
28-33-0823-05,EA,EVS,HFG
28-33-0823-06,EA,EVS,HFG
28-33-0823-07,EA,EVS,HFG
28-33-0823-08,EA,EVS,HFG
28-33-0823-09,EA,EVS,HFG
28-33-0823-10,EA,EVS,HFG
28-33-0823-11,EA,EVS,HFG
28-33-0823-12,EA,EVS,HFG
28-33-0823-13,EA,EVS,HFG
28-33-0823-14,EA,EVS,HFG
28-33-0823-15,EA,EVS,HFG
28-33-0823-16,EA,EVS,HFG
28-33-0823-17,EA,EVS,HFG
28-33-0823-18,EA,EVS,HFG
28-33-0823-19,EA,EVS,HFG
28-33-0823-20,EA,EVS,HFG
28-33-0823-21,EA,EVS,HFG
28-33-0823-22,EA,EVS,HFG
28-33-0823-23,EA,EVS,HFG
28-33-0823-24,EA,EVS,HFG
28-33-0823-25,EA,EVS,HFG
28-33-0823-26,EA,EVS,HFG
28-33-0823-27,EA,EVS,HFG
28-33-0823-28,EA,EVS,HFG
28-33-0823-29,EA,EVS,HFG
28-33-0823-30,EA,EVS,HFG
28-33-0823-31,EA,EVS,HFG
28-33-0823-32,EA,EVS,HFG
28-33-0823-33,EA,EVS,HFG
28-33-0823-34,EA,EVS,HFG
28-33-0823-35,EA,EVS,HFG
28-33-0823-36,EA,EVS,HFG
28-33-0823-37,EA,EVS,HFG
28-33-0823-38,EA,EVS,HFG
28-33-0823-39,EA,EVS,HFG
28-33-0823-40,EA,EVS,HFG
28-33-0823-41,EA,EVS,HFG
28-33-0823-42,EA,EVS,HFG
28-33-0823-43,EA,EVS,HFG
28-33-0823-44,EA,EVS,HFG
28-33-0823-45,EA,EVS,HFG
28-33-0823-46,EA,EVS,HFG
28-33-0823-47,EA,EVS,HFG
28-33-0823-48,EA,EVS,HFG
28-33-0823-49,EA,EVS,HFG
28-33-0823-50,EA,EVS,HFG
28-33-0823-51,EA,EVS,HFG
28-33-0823-52,EA,EVS,HFG
28-33-0823-53,EA,EVS,HFG
28-33-0823-54,EA,EVS,HFG
28-33-0823-55,EA,EVS,HFG
28-33-0823-56,EA,EVS,HFG
28-33-0823-57,EA,EVS,HFG
28-33-0823-58,EA,EVS,HFG
28-33-0823-59,EA,EVS,HFG
28-33-0823-60,EA,EVS,HFG
28-33-0823-61,EA,EVS,HFG
28-33-0823-62,EA,EVS,HFG
28-33-0823-63,EA,EVS,HFG
28-33-0823-64,EA,EVS,HFG
28-33-0823-65,EA,EVS,HFG
28-33-0823-66,EA,EVS,HFG
28-33-0823-67,EA,EVS,HFG
28-33-0823-68,EA,EVS,HFG
28-33-0823-69,EA,EVS,HFG
28-33-0823-70,EA,EVS,HFG
28-33-0823-71,EA,EVS,HFG
28-33-0823-72,EA,EVS,HFG
28-33-0823-73,EA,EVS,HFG
28-33-0823-74,EA,EVS,HFG
28-33-0823-75,EA,EVS,HFG
28-33-0823-76,EA,EVS,HFG
28-33-0823-77,EA,EVS,HFG
28-33-0823-78,EA,EVS,HFG
28-33-0823-79,EA,EVS,HFG
28-33-0823-80,EA,EVS,HFG
28-33-0823-81,EA,EVS,HFG
28-33-0823-82,EA,EVS,HFG
28-33-0832-01,EA,EVS,HFG
28-33-0832-02,EA,EVS,HFG
28-33-0832-03,EA,EVS,HFG
28-33-0832-04,EA,EVS,HFG
28-33-0832-05,EA,EVS,HFG
28-33-0832-06,EA,EVS,HFG
28-33-0832-07,EA,EVS,HFG
28-33-0832-08,EA,EVS,HFG
28-33-0832-09,EA,EVS,HFG
28-33-0832-10,EA,EVS,HFG
28-33-0832-11,EA,EVS,HFG
28-33-0832-12,EA,EVS,HFG
28-33-0832-13,EA,EVS,HFG
28-33-0832-14,EA,EVS,HFG
28-33-0832-15,EA,EVS,HFG
28-33-0832-16,EA,EVS,HFG
28-33-0832-17,EA,EVS,HFG
28-33-0832-18,EA,EVS,HFG
28-33-0832-19,EA,EVS,HFG
28-33-0832-20,EA,EVS,HFG
28-33-0832-21,EA,EVS,HFG
28-33-0832-22,EA,EVS,HFG
28-33-0832-23,EA,EVS,HFG
28-33-0832-24,EA,EVS,HFG
28-33-0832-25,EA,EVS,HFG
28-33-0832-26,EA,EVS,HFG
28-33-0832-27,EA,EVS,HFG
28-33-0832-28,EA,EVS,HFG
28-33-0832-29,EA,EVS,HFG
28-33-0832-30,EA,EVS,HFG
28-33-0832-31,EA,EVS,HFG
28-33-0832-32,EA,EVS,HFG
28-33-0832-33,EA,EVS,HFG
28-33-0832-34,EA,EVS,HFG
28-33-0832-35,EA,EVS,HFG
28-33-0832-36,EA,EVS,HFG
28-33-0832-37,EA,EVS,HFG
28-33-0832-38,EA,EVS,HFG
28-33-0832-39,EA,EVS,HFG
28-33-0832-40,EA,EVS,HFG
28-33-0832-41,EA,EVS,HFG
28-33-0832-42,EA,EVS,HFG
28-33-0832-43,EA,EVS,HFG
28-33-0832-44,EA,EVS,HFG
28-33-0832-45,EA,EVS,HFG
28-33-0832-46,EA,EVS,HFG
28-33-0832-47,EA,EVS,HFG
28-33-0832-48,EA,EVS,HFG
28-33-0832-49,EA,EVS,HFG
28-33-0832-50,EA,EVS,HFG
28-33-0832-51,EA,EVS,HFG
28-33-0832-52,EA,EVS,HFG
28-33-0832-53,EA,EVS,HFG
28-33-0832-54,EA,EVS,HFG
28-33-0832-55,EA,EVS,HFG
28-33-0832-56,EA,EVS,HFG
28-33-0832-57,EA,EVS,HFG
28-33-0832-58,EA,EVS,HFG
28-33-0832-59,EA,EVS,HFG
28-33-0832-60,EA,EVS,HFG
28-33-0832-61,EA,EVS,HFG
28-33-0832-62,EA,EVS,HFG
28-33-0832-63,EA,EVS,HFG
28-33-0832-64,EA,EVS,HFG
28-33-0832-65,EA,EVS,HFG
28-33-0832-66,EA,EVS,HFG
28-33-0832-67,EA,EVS,HFG
28-33-0832-68,EA,EVS,HFG
28-33-0832-69,EA,EVS,HFG
28-33-0832-70,EA,EVS,HFG
28-33-0832-71,EA,EVS,HFG
28-33-0832-72,EA,EVS,HFG
28-33-0832-73,EA,EVS,HFG
28-33-0832-74,EA,EVS,HFG
28-33-0832-75,EA,EVS,HFG
28-33-0832-76,EA,EVS,HFG
28-33-0832-77,EA,EVS,HFG
28-33-0832-78,EA,EVS,HFG
28-33-0832-79,EA,EVS,HFG
28-33-0832-80,EA,EVS,HFG
28-33-0832-81,EA,EVS,HFG
28-33-0832-82,EA,EVS,HFG
28-33-0833-01,EA,EVS,HFG
28-33-0833-02,EA,EVS,HFG
28-33-0833-03,EA,EVS,HFG
28-33-0833-04,EA,EVS,HFG
28-33-0833-05,EA,EVS,HFG
28-33-0833-06,EA,EVS,HFG
28-33-0833-07,EA,EVS,HFG
28-33-0833-08,EA,EVS,HFG
28-33-0833-09,EA,EVS,HFG
28-33-0833-10,EA,EVS,HFG
28-33-0833-11,EA,EVS,HFG
28-33-0833-12,EA,EVS,HFG
28-33-0833-13,EA,EVS,HFG
28-33-0833-14,EA,EVS,HFG
28-33-0833-15,EA,EVS,HFG
28-33-0833-16,EA,EVS,HFG
28-33-0833-17,EA,EVS,HFG
28-33-0833-18,EA,EVS,HFG
28-33-0833-19,EA,EVS,HFG
28-33-0833-20,EA,EVS,HFG
28-33-0833-21,EA,EVS,HFG
28-33-0833-22,EA,EVS,HFG
28-33-0833-23,EA,EVS,HFG
28-33-0833-24,EA,EVS,HFG
28-33-0833-25,EA,EVS,HFG
28-33-0833-26,EA,EVS,HFG
28-33-0833-27,EA,EVS,HFG
28-33-0833-28,EA,EVS,HFG
28-33-0833-29,EA,EVS,HFG
28-33-0833-30,EA,EVS,HFG
28-33-0833-31,EA,EVS,HFG
28-33-0833-32,EA,EVS,HFG
28-33-0833-33,EA,EVS,HFG
28-33-0833-34,EA,EVS,HFG
28-33-0833-35,EA,EVS,HFG
28-33-0833-36,EA,EVS,HFG
28-33-0833-37,EA,EVS,HFG
28-33-0833-38,EA,EVS,HFG
28-33-0833-39,EA,EVS,HFG
28-33-0833-40,EA,EVS,HFG
28-33-0833-41,EA,EVS,HFG
28-33-0833-42,EA,EVS,HFG
28-33-0833-43,EA,EVS,HFG
28-33-0833-44,EA,EVS,HFG
28-33-0833-45,EA,EVS,HFG
28-33-0833-46,EA,EVS,HFG
28-33-0833-47,EA,EVS,HFG
28-33-0833-48,EA,EVS,HFG
28-33-0833-49,EA,EVS,HFG
28-33-0833-50,EA,EVS,HFG
28-33-0833-51,EA,EVS,HFG
28-33-0833-52,EA,EVS,HFG
28-33-0833-53,EA,EVS,HFG
28-33-0833-54,EA,EVS,HFG
28-33-0833-55,EA,EVS,HFG
28-33-0833-56,EA,EVS,HFG
28-33-0833-57,EA,EVS,HFG
28-33-0833-58,EA,EVS,HFG
28-33-0833-59,EA,EVS,HFG
28-33-0833-60,EA,EVS,HFG
28-33-0833-61,EA,EVS,HFG
28-33-0833-62,EA,EVS,HFG
28-33-0833-63,EA,EVS,HFG
28-33-0833-64,EA,EVS,HFG
28-33-0833-65,EA,EVS,HFG
28-33-0833-66,EA,EVS,HFG
28-33-0833-67,EA,EVS,HFG
28-33-0833-68,EA,EVS,HFG
28-33-0833-69,EA,EVS,HFG
28-33-0833-70,EA,EVS,HFG
28-33-0833-71,EA,EVS,HFG
28-33-0833-72,EA,EVS,HFG
28-33-0833-73,EA,EVS,HFG
28-33-0833-74,EA,EVS,HFG
28-33-0833-75,EA,EVS,HFG
28-33-0833-76,EA,EVS,HFG
28-33-0833-77,EA,EVS,HFG
28-33-0833-78,EA,EVS,HFG
28-33-0833-79,EA,EVS,HFG
28-33-0833-80,EA,EVS,HFG
28-33-0833-81,EA,EVS,HFG
28-33-0833-82,EA,EVS,HFG
AEC19DEVICE,EA,EVS,HFG
AEC21DEVICE,EA,EVS,HFG
AEC23DEVICE,EA,EVS,HFG
AEC23TRNDEVICE,EA,EVS,HFG
AEC25DEVICE,EA,EVS,HFG
AEC25TRNDEVICE,EA,EVS,HFG
AEC28DEVICE,EA,EVS,HFG
AEC28TRNDEVICE,EA,EVS,HFG
AEC30DEVICE,EA,EVS,HFG
AEC32DEVICE,EA,EVS,HFG
AEC34DEVICE,EA,EVS,HFG
AEC34TRNDEVICE,EA,EVS,HFG
AS70H5JA001,PC,RFC,WIP
AS70H5JA001L,PC,RFC,WIP
AS70H6JA000,PC,RFC,WIP
AS70H6JA000L,PC,RFC,WIP
AS70H6JA001,PC,RFC,WIP
AS70H6JA001L,PC,RFC,WIP
AS70H6P5106,PC,RFC,WIP
AS70H6P5106L,PC,RFC,WIP
AS70H6PB116,PC,RFC,WIP
AS70H6PB116L,PC,RFC,WIP
B19DEVICE,EA,EVS,HFG
B21DEVICE,EA,EVS,HFG
B21TRNDEVICE,EA,EVS,HFG
B23DEVICE,EA,EVS,HFG
B23TRNDEVICE,EA,EVS,HFG
B25DEVICE,EA,EVS,HFG
B25TRNDEVICE,EA,EVS,HFG
B28DEVICE,EA,EVS,HFG
B28TRNDEVICE,EA,EVS,HFG
B30DEVICE,EA,EVS,HFG
B30TRNDEVICE,EA,EVS,HFG
B32DEVICE,EA,EVS,HFG
B32TRNDEVICE,EA,EVS,HFG
B34DEVICE,EA,EVS,HFG
B34TRNDEVICE,EA,EVS,HFG
CRS25C40A07W,PC,IK,WIP
CRS25C40A10W,PC,IK,WIP
CRS25C40D07W,PC,IK,WIP
CRS25C40D10W,PC,IK,WIP
CRS25C40G07W,PC,IK,WIP
CRS25C40G10W,PC,IK,WIP
CRS25C40G16W,PC,IK,WIP
CRS25C40K07W,PC,IK,WIP
CRS25C40K10W,PC,IK,WIP
CRS25C40K25W,PC,IK,WIP
CRS25C60A07W,PC,IK,WIP
CRS25C60A10W,PC,IK,WIP
CRS25C60D07W,PC,IK,WIP
CRS25C60D10W,PC,IK,WIP
CRS25C60D16W,PC,IK,WIP
CRS25C60D25W,PC,IK,WIP
CRS25C60G07W,PC,IK,WIP
CRS25C60G10W,PC,IK,WIP
CRS25C60G16W,PC,IK,WIP
CRS25C60G25W,PC,IK,WIP
CRS25C60K07W,PC,IK,WIP
CRS25C60K10W,PC,IK,WIP
CRS25C60K25W,PC,IK,WIP
CRS25C60N10W,PC,IK,WIP
CRS25C60N25W,PC,IK,WIP
CRS25C80K10S,PC,IK,WIP
CRS25C80K10W,PC,IK,WIP
CRS25C80K25S,PC,IK,WIP
CRS25C80K25W,PC,IK,WIP
CRS25C80N10S,PC,IK,WIP
CRS25C80N10W,PC,IK,WIP
CRS25C80N25S,PC,IK,WIP
CRS25C80N25W,PC,IK,WIP
CRS25E50A07W,PC,IK,WIP
CRS25E50A10W,PC,IK,WIP
CRS25E50D07W,PC,IK,WIP
CRS25E50D10W,PC,IK,WIP
CRS25E50D16W,PC,IK,WIP
CRS25E50D25W,PC,IK,WIP
CRS25E50G07W,PC,IK,WIP
CRS25E50G10W,PC,IK,WIP
CRS25E50G16W,PC,IK,WIP
CRS25E50G25W,PC,IK,WIP
CRS25E50K07W,PC,IK,WIP
CRS25E50K10W,PC,IK,WIP
CRS25E50K25W,PC,IK,WIP
CRS25E50N10W,PC,IK,WIP
CRS25E50N25W,PC,IK,WIP
CRS25E70D10S,PC,IK,WIP
CRS25E70D10W,PC,IK,WIP
CRS25E70D16S,PC,IK,WIP
CRS25E70D16W,PC,IK,WIP
CRS25E70G10S,PC,IK,WIP
CRS25E70G10W,PC,IK,WIP
CRS25E70G16S,PC,IK,WIP
CRS25E70G16W,PC,IK,WIP
CRS25E70K10S,PC,IK,WIP
CRS25E70K10W,PC,IK,WIP
CRS25E70K25S,PC,IK,WIP
CRS25E70K25W,PC,IK,WIP
CRS25E70N10S,PC,IK,WIP
CRS25E70N10W,PC,IK,WIP
CRS25E70N25S,PC,IK,WIP
CRS25E70N25W,PC,IK,WIP
CRS26Q4007,PC,IK,WIP
CRS26Q4010,PC,IK,WIP
CRS26Q4016,PC,IK,WIP
CRS26Q4025,PC,IK,WIP
CRS26Q5007,PC,IK,WIP
CRS26Q5010,PC,IK,WIP
CRS26Q5010M,PC,IK,WIP
CRS26Q5010S,PC,IK,WIP
CRS26Q5016,PC,IK,WIP
CRS26Q5016M,PC,IK,WIP
CRS26Q5016S,PC,IK,WIP
CRS26Q5025,PC,IK,WIP
CRS26Q5025M,PC,IK,WIP
CRS26Q6007,PC,IK,WIP
CRS26Q6010,PC,IK,WIP
CRS26Q6010M,PC,IK,WIP
CRS26Q6010S,PC,IK,WIP
CRS26Q6016,PC,IK,WIP
CRS26Q6016M,PC,IK,WIP
CRS26Q6016S,PC,IK,WIP
CRS26Q6025,PC,IK,WIP
CRS26Q6025M,PC,IK,WIP
CRS26Q7010,PC,IK,WIP
CRS26Q7010S,PC,IK,WIP
CRS26Q7016S,PC,IK,WIP
CRS26Q7025,PC,IK,WIP
CRS26Q8010,PC,IK,WIP
CRS26Q8025,PC,IK,WIP
D*5AP4561TG,PC,RFC,WIP
D*5AP4561TU,PC,RFC,WIP
D*5AP5561TG,PC,RFC,WIP
D*5AP5561TU,PC,RFC,WIP
D*5APR241TG,PC,RFC,WIP
D*5APR241TU,PC,RFC,WIP
D*5BA1500TG,PC,RFC,WIP
D*5BA1500TU,PC,RFC,WIP
D*5BA2500TG,PC,RFC,WIP
D*5BA2500TU,PC,RFC,WIP
D*5BA3500TG,PC,RFC,WIP
D*5BA3500TU,PC,RFC,WIP
D*5BB1500TG,PC,RFC,WIP
D*5BB1500TU,PC,RFC,WIP
D*5BB2500TG,PC,RFC,WIP
D*5BB2500TU,PC,RFC,WIP
D*5BE1500TG,PC,RFC,WIP
D*5BE1500TU,PC,RFC,WIP
D*5BE2500TG,PC,RFC,WIP
D*5BE2500TU,PC,RFC,WIP
D*5BG1500TG,PC,RFC,WIP
D*5BG1500TU,PC,RFC,WIP
D*5BH1500TG,PC,RFC,WIP
D*5BH1500TU,PC,RFC,WIP
D*5SP0061TG,PC,RFC,WIP
D*5SP0061TU,PC,RFC,WIP
D*5SP0068TG,PC,RFC,WIP
D*5SP0068TU,PC,RFC,WIP
D*5SP006GTG,PC,RFC,WIP
D*5SP006GTU,PC,RFC,WIP
D*6AP4561TG,PC,RFC,WIP
D+5AP4561TU,PC,RFC,WIP
D+5AP5561TU,PC,RFC,WIP
D+5APR241TU,PC,RFC,WIP
D+5SP0061TU,PC,RFC,WIP
D+5SP0068TU,PC,RFC,WIP
D+6AP4561TU,PC,RFC,WIP
D01233Z,KG,CM,RM
D02PROPAL,KG,CM,RM
D02PROPAL2,L,EVS,RM
D03M7100,KG,IK,RM
D0AASETTER,ML,CM,RM
D0ARALPHA,G,CM,RM
D0ARALPHAPH,ML,CM,RM
D0ARALPHAPH2,ML,CM,RM
D0AS300,KG,IK,RM
D0DF0500,KG,RFC,RM
D0DF0550,KG,RFC,RM
D0DF7550,BL,RFC,RM
D0DIACE,KG,IK,RM
D0HEXAN,KG,RFC,RM
D0LAC001C,G,CM,RM
D0LAC003C,KG,RFC,RM
D0LAD006C,ML,SPSF,RM
D0LET003C,L,IK,RM
D0LET003C1,L,IK,RM
D0LFR003C,KG,CM,RM
D0LFR004C,KG,CM,RM
D0LSI007J,KG,CM,RM
D0LTH001H,KG,SPSF,RM
D0LTH002H,KG,RFC,RM
D0LTH002H1,L,RFC,RM
D0MDX4,G,IK,RM
D0MDX42,KG,IK,RM
D0MEK001J,ML,SPSF,RM
D0METCLO,KG,CM,RM
D0SINCT911,G,CM,RM
D0TRITON,ML,IK,RM
EA64X001C1,PC,SPSF,RM
EA64X100C1,PC,SPSF,RM
EA64X101C1,PC,SPSF,RM
EOGX0001V,KG,CM,RM
EV036-Z001t24-01,EA,EVS,WIP
EV036-Z001T24-01TR,EA,EVS,WIP
EV036-Z001t24-02,EA,EVS,WIP
EV036-Z001T24-02TR,EA,EVS,WIP
EV036-Z001t24-03,EA,EVS,WIP
EV036-Z001T24-03TR,EA,EVS,WIP
EV036-Z001t26-01,EA,EVS,WIP
EV036-Z001t26-01TR,EA,EVS,WIP
EV036-Z001t26-02,EA,EVS,WIP
EV036-Z001t26-02TR,EA,EVS,WIP
EV036-Z001t26-03,EA,EVS,WIP
EV036-Z001t26-03TR,EA,EVS,WIP
EV036-Z001t28-01,EA,EVS,WIP
EV036-Z001T28-01TR,EA,EVS,WIP
EV036-Z001t28-02,EA,EVS,WIP
EV036-Z001T28-02TR,EA,EVS,WIP
EV036-Z001t28-03,EA,EVS,WIP
EV036-Z001T28-03TR,EA,EVS,WIP
EV036-Z001t30-01,EA,EVS,WIP
EV036-Z001T30-01TR,EA,EVS,WIP
EV036-Z001t30-02,EA,EVS,WIP
EV036-Z001T30-02TR,EA,EVS,WIP
EV036-Z001t30-03,EA,EVS,WIP
EV036-Z001T30-03TR,EA,EVS,WIP
EV036-Z001t32-01,EA,EVS,WIP
EV036-Z001T32-01TR,EA,EVS,WIP
EV036-Z001t32-02,EA,EVS,WIP
EV036-Z001T32-02TR,EA,EVS,WIP
EV036-Z001t32-03,EA,EVS,WIP
EV036-Z001T32-03TR,EA,EVS,WIP
EV036-Z001t34-01,EA,EVS,WIP
EV036-Z001T34-01TR,EA,EVS,WIP
EV036-Z001t34-02,EA,EVS,WIP
EV036-Z001T34-02TR,EA,EVS,WIP
EV036-Z001t34-03,EA,EVS,WIP
EV036-Z001T34-03TR,EA,EVS,WIP
EV036-Z001t36-01,EA,EVS,WIP
EV036-Z001T36-01TR,EA,EVS,WIP
EV036-Z001t36-02,EA,EVS,WIP
EV036-Z001T36-02TR,EA,EVS,WIP
EV036-Z001t36-03,EA,EVS,WIP
EV036-Z001T36-03TR,EA,EVS,WIP
EV036-Z001t38-01,EA,EVS,WIP
EV036-Z001T38-01TR,EA,EVS,WIP
EV036-Z001t38-02,EA,EVS,WIP
EV036-Z001T38-02TR,EA,EVS,WIP
EV036-Z001t38-03,EA,EVS,WIP
EV036-Z001T38-03TR,EA,EVS,WIP
EV036-Z001t40-01,EA,EVS,WIP
EV036-Z001T40-01TR,EA,EVS,WIP
EV036-Z001t40-02,EA,EVS,WIP
EV036-Z001T40-02TR,EA,EVS,WIP
EV036-Z001t40-03,EA,EVS,WIP
EV036-Z001T40-03TR,EA,EVS,WIP
EV068-D011T01,EA,EVS,HFG
EV068-D011T02,EA,EVS,HFG
EV068-D011T02SRFY,EA,EVS,HFG
EV068-D012T01,EA,EVS,HFG
EV068-D012T02,EA,EVS,HFG
EV068-D013T01,EA,EVS,HFG
EV068-D013T02,EA,EVS,HFG
EV068-D014T01,EA,EVS,HFG
EV068-D014T02,EA,EVS,HFG
EV068-D014t02SRF-A,EA,EVS,HFG
EV068-D015T01,EA,EVS,HFG
EV068-D015t01SRF-A,EA,EVS,HFG
EV068-D015T02,EA,EVS,HFG
EV068-D015t02SRF-A,EA,EVS,HFG
EV068-D016T01,EA,EVS,HFG
EV068-D016T02,EA,EVS,HFG
EV068-D017T01,EA,EVS,HFG
EV068-D017T02,EA,EVS,HFG
EV068-D018T01,EA,EVS,HFG
EV068-D018T02,EA,EVS,HFG
EV068-D019T01,EA,EVS,HFG
EV068-D019t01SRF-A,EA,EVS,HFG
EV068-D019T02,EA,EVS,HFG
EV068-D019t02SRF-A,EA,EVS,HFG
EV068-D019T02SRFY,EA,EVS,HFG
EVS,EA,,
FL1012X080DEVICE,EA,EVS,HFG
FL1012X110DEVICE,EA,EVS,HFG
FL1012X130DEVICE,EA,EVS,HFG
FL1213X080DEVICE,EA,EVS,HFG
FL1213X080DEVTRN,EA,EVS,HFG
FL1213X110DEVICE,EA,EVS,HFG
FL1213X110DEVTRN,EA,EVS,HFG
FL1213X130DEVICE,EA,EVS,HFG
FL1213X130DEVTRN,EA,EVS,HFG
FL1213X150DEVICE,EA,EVS,HFG
FL1213X150DEVTRN,EA,EVS,HFG
FL1213X170DEVICE,EA,EVS,HFG
FL1213X170DEVTRN,EA,EVS,HFG
FL1215X080DEVICE,EA,EVS,HFG
FL1215X080DEVTRN,EA,EVS,HFG
FL1215X110DEVICE,EA,EVS,HFG
FL1215X110DEVTRN,EA,EVS,HFG
FL1215X130DEVICE,EA,EVS,HFG
FL1215X130DEVTRN,EA,EVS,HFG
FL1215X150DEVICE,EA,EVS,HFG
FL1215X150DEVTRN,EA,EVS,HFG
FL1215X170DEVICE,EA,EVS,HFG
FL1215X170DEVTRN,EA,EVS,HFG
FL1217X080DEVICE,EA,EVS,HFG
FL1217X080DEVTRN,EA,EVS,HFG
FL1217X110DEVICE,EA,EVS,HFG
FL1217X120DEVICE,EA,EVS,HFG
FL1217X130DEVICE,EA,EVS,HFG
FL1217X150DEVICE,EA,EVS,HFG
FL1217X150DEVTRN,EA,EVS,HFG
FL1217X170DEVICE,EA,EVS,HFG
FL1217X170DEVTRN,EA,EVS,HFG
FL1219X085DEVICE,EA,EVS,HFG
FL1219X110DEVICE,EA,EVS,HFG
FL1219X120DEVICE,EA,EVS,HFG
FL1219X130DEVICE,EA,EVS,HFG
FL1219X150DEVICE,EA,EVS,HFG
FL1219X150DEVTRN,EA,EVS,HFG
FL1219X170DEVICE,EA,EVS,HFG
FL1219X170DEVTRN,EA,EVS,HFG
FL1221X085DEVICE,EA,EVS,HFG
FL1221X110DEVICE,EA,EVS,HFG
FL1221X120DEVICE,EA,EVS,HFG
FL1221X130DEVICE,EA,EVS,HFG
FL1221X150DEVICE,EA,EVS,HFG
FL1221X150DEVTRN,EA,EVS,HFG
FL1221X170DEVICE,EA,EVS,HFG
FL1221X170DEVTRN,EA,EVS,HFG
FL1223X090DEVICE,EA,EVS,HFG
FL1223X090DEVTRN,EA,EVS,HFG
FL1223X110DEVICE,EA,EVS,HFG
FL1223X120DEVICE,EA,EVS,HFG
FL1223X130DEVICE,EA,EVS,HFG
FL1223X150DEVICE,EA,EVS,HFG
FL1223X150DEVTRN,EA,EVS,HFG
FL1223X170DEVICE,EA,EVS,HFG
FL1223X170DEVTRN,EA,EVS,HFG
FL1317X080DEVICE,EA,EVS,HFG
FL1719X082DEVICE,EA,EVS,HFG
FL1719X110DEVICE,EA,EVS,HFG
FL1719X120DEVICE,EA,EVS,HFG
FL1719X130DEVICE,EA,EVS,HFG
FL1721X085DEVICE,EA,EVS,HFG
FL1721X110DEVICE,EA,EVS,HFG
FL1721X120DEVICE,EA,EVS,HFG
FL1721X130DEVICE,EA,EVS,HFG
FL1723X075DEVICE,EA,EVS,HFG
FL1723X088DEVICE,EA,EVS,HFG
FL1723X110DEVICE,EA,EVS,HFG
FL1723X120DEVICE,EA,EVS,HFG
FL1723X130DEVICE,EA,EVS,HFG
FL1723X130DEVTRN,EA,EVS,HFG
G5P34TG00,PC,RFC,WIP
G5P34TU00,PC,RFC,WIP
G5P35TG00,PC,RFC,WIP
G5P35TU00,PC,RFC,WIP
G5P37TG00,PC,RFC,WIP
G5P37TU00,PC,RFC,WIP
G5P53TG41,PC,RFC,WIP
G5P53TG61,PC,RFC,WIP
G5P53TG68,PC,RFC,WIP
G5P53TG6G,PC,RFC,WIP
G5P53TU41,PC,RFC,WIP
G5P53TU61,PC,RFC,WIP
G5P53TU68,PC,RFC,WIP
G5P53TU6G,PC,RFC,WIP
G6P53TG61,PC,RFC,WIP
G6P53TU61,PC,RFC,WIP
GL75G4L,PC,RFC,WIP
GL75G4M,PC,RFC,WIP
GL75G4S,PC,RFC,WIP
GL75G5L,PC,RFC,WIP
GL75G5M,PC,RFC,WIP
GL75G5S,PC,RFC,WIP
GL80G4L,PC,RFC,WIP
GL80G4M,PC,RFC,WIP
GL80G4S,PC,RFC,WIP
GL80G5L,PC,RFC,WIP
GL80G5M,PC,RFC,WIP
GL80G5S,PC,RFC,WIP
GLCG4L,PC,RFC,WIP
GLCG4M,PC,RFC,WIP
GLCG4S,PC,RFC,WIP
GLCG5L,PC,RFC,WIP
GLCG5M,PC,RFC,WIP
GLCG5S,PC,RFC,WIP
GLD*WE24110,PC,RFC,WIP
GLD*WH14112,PC,RFC,WIP
GLD*ZB14108,PC,RFC,WIP
GLFG4L,PC,RFC,WIP
GLFG4M,PC,RFC,WIP
GLFG4S,PC,RFC,WIP
GLFG5L,PC,RFC,WIP
GLFG5M,PC,RFC,WIP
GLFG5S,PC,RFC,WIP
GLG4L33012,PC,RFC,WIP
GLG4M33010,PC,RFC,WIP
GLG4S33208,PC,RFC,WIP
GLLWE24110,PC,RFC,WIP
GLLWH14112,PC,RFC,WIP
GLLZB14108,PC,RFC,WIP
GLMWE24110,PC,RFC,WIP
GLMWH14112,PC,RFC,WIP
GLMZB14108,PC,RFC,WIP
GTO5P35TU00,PC,RFC,WIP
GTO5P35TU02,PC,RFC,WIP
GTO5P53TU41,PC,RFC,WIP
GTO5P53TU61,PC,RFC,WIP
GTO5P53TU66,PC,RFC,WIP
GTO5P53TU68,PC,RFC,WIP
GTO6P53TU41,PC,RFC,WIP
GTO6P53TU61,PC,RFC,WIP
HC03V012A,PC,SPSF,RM
IK,L,,
L09X060DEVICE,EA,EVS,HFG
L09X100DEVICE,EA,EVS,HFG
L09X120DEVICE,EA,EVS,HFG
L09X140DEVICE,EA,EVS,HFG
L10X060DEVICE,EA,EVS,HFG
L10X060TRNDEVICE,EA,EVS,HFG
L10X080DEVICE,EA,EVS,HFG
L10X100DEVICE,EA,EVS,HFG
L10X120DEVICE,EA,EVS,HFG
L10X140DEVICE,EA,EVS,HFG
L11X060DEVICE,EA,EVS,HFG
L11X060TRNDEVICE,EA,EVS,HFG
L11X080DEVICE,EA,EVS,HFG
L11X100DEVICE,EA,EVS,HFG
L11X120DEVICE,EA,EVS,HFG
L11X140DEVICE,EA,EVS,HFG
